"","author","division","isbn","onsaledate","pages","priceusa","agerangecode","category"
"7266","DAMOUR, LISA PH.D.","Ballantine Group","9780553393057","02/09/2016","352","27.00","0","FAM"
"7267","OSTOW, MICOL","RH Childrens Books","9780553497434","02/09/2016","112","14.99","0609","JUV"
"7268","MCDONALD, MEGAN","Candlewick","9780763655549","02/09/2016","144","12.99","0609","JUV"
"7269","HALE, SHANNON","Candlewick","9780763665135","02/09/2016","96","14.99","0508","JUV"
"7270","JENKINS, EMILY","Candlewick","9780763666040","02/09/2016","32","15.99","0205","JUV"
"7271","HARPER, CHARISE MERICLE","Candlewick","9780763674854","02/09/2016","40","16.99","0408","JUV"
"7272","OXLEY, JENNIFER","Candlewick","9780763675592","02/09/2016","32","12.99","0307","JUV"
"7273","MAYHEW, JULIE","Candlewick","9780763677312","02/09/2016","320","16.99","14UP","YAF"
"7274","MURRAY, ALISON","Candlewick","9780763678449","02/09/2016","32","16.99","0205","JUV"
"7275","LIGHT, STEVE","Candlewick","9780763679903","02/09/2016","40","16.99","0307","JUV"
"7276","MOORE, SUZI","Candlewick","9780763681807","02/09/2016","32","16.99","0307","JUV"
"7277","CANDLEWICK PRESS","Candlewick","9780763687403","02/09/2016","32","12.99","0205","JUV"
"7278","TAVARES, MATT","Candlewick","9780763687670","02/09/2016","48","14.99","0508","JNF"
"7279","WINK, CALLAN","Random House Group","9780812993776","02/09/2016","256","26.00","0","FIC"
"7280","LIGHT, ALAN","Crown","9781101904879","02/09/2016","320","26.00","0","BIO"
"7281","TECKENTRUP, BRITTA","RH Childrens Books","9781101932421","02/09/2016","32","16.99","0307","JUV"
"7282","BEER, JULIE","National Geographic Society","9781426323003","02/09/2016","160","22.90","0812","JNF"
"7283","HONOVICH, NANCY","National Geographic Society","9781426323027","02/09/2016","160","22.90","0812","JNF"
"7284","NEWMAN, ALINE ALEXANDER","National Geographic Society","9781426323096","02/09/2016","112","15.90","0710","JNF"
"7285","MEEKER, CLARE HODGSON","National Geographic Society","9781426323126","02/09/2016","112","15.90","0710","JNF"
"7286","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426323157","02/09/2016","176","24.90","0812","JNF"
"7287","HEILIGMAN, DEBORAH","National Geographic Society","9781426323713","02/09/2016","32","17.90","0609","JNF"
"7288","DK","DK.","9781465444264","02/09/2016","128","16.99","0812","JNF"
"7289","MANNING, MATTHEW K.","DK.","9781465444981","02/09/2016","208","16.99","0912","JNF"
"7290","AZOSE, ELANA","Charlesbridge","9781580896184","02/09/2016","32","16.95","0710","JUV"
"7291","DREISINGER, BAZ","Other Press","9781590517277","02/09/2016","336","27.95","0","SOC"
"7292","FINKELSTEIN, SYDNEY","Penguin Adult HC/TR","9781591847830","02/09/2016","272","28.00","0","BUS"
"7293","KATZ, SAMUEL M.","Penguin Adult HC/TR","9781592409013","02/09/2016","432","27.00","0","HIS"
"7294","VILCEK, JAN","Seven Stories Press","9781609806682","02/09/2016","272","27.95","0","SCI"
"7295","KINDT, MATT","Dark Horse Comics","9781616557980","02/09/2016","192","19.99","0","CGN"
"7296","VARIOUS","Dark Horse Comics","9781616558833","02/09/2016","216","49.99","0","CGN"
"7297","ADAMS, LEIGH","Crooked Lane Books","9781629531991","02/09/2016","304","25.99","0","FIC"
"7298","BARNES, EMILY","Crooked Lane Books","9781629534770","02/09/2016","304","25.99","0","FIC"
"7299","VANSICKLE, VIKKI","Tundra","9781770498099","02/09/2016","32","16.99","0307","JUV"
"7300","HARTT-SUSSMAN, HEATHER","Tundra","9781770498396","02/09/2016","24","16.99","0307","JUV"
"7301","DEAN, JODI","Verso Books","9781781686942","02/09/2016","288","26.95","0","POL"
"7302","CORNELL, PAUL","Titan","9781782765967","02/09/2016","128","19.99","0","CGN"
"7303","MANCHETTE, JEAN-PATRICK","Titan","9781782766827","02/09/2016","136","25.99","0","CGN"
"7304","KLEBOLD, SUE","Crown","9781101902752","02/15/2016","336","28.00","0","BIO"
"7305","BREITWIESER, SABINE","Prestel Publishing","9783791355085","02/15/2016","320","60.00","0","ART"
"7306","OLLMAN, ARTHUR","Prestel Publishing","9783791355191","02/15/2016","192","60.00","0","ART"
"7307","SANDERSON, BRANDON","RH Childrens Books","9780385743600","02/16/2016","432","18.99","12UP","YAF"
"7308","MENG, CECE","Penguin Young Readers","9780399168093","02/16/2016","32","17.99","0307","JUV"
"7309","ARCHER, MICHA","Penguin Young Readers","9780399169137","02/16/2016","32","16.99","0508","JUV"
"7310","WARD, LINDSAY","Penguin Young Readers","9780525428695","02/16/2016","32","16.99","0103","JUV"
"7311","ADLER, DAVID A.","Penguin Young Readers","9780670016327","02/16/2016","32","14.99","0607","JUV"
"7312","SINGER, MARILYN","Penguin Young Readers","9780803739925","02/16/2016","32","17.99","0609","JUV"
"7313","HONG, DEUKI","Potter/TenSpeed/Harmony/Rodale","9780804186131","02/16/2016","272","30.00","0","CKB"
"7314","PATHAK, ANJALI","Potter/TenSpeed/Harmony/Rodale","9780804188265","02/16/2016","224","27.50","0","CKB"
"7315","HARTMAN, DONNIEL","Beacon Press","9780807053928","02/16/2016","200","24.95","0","REL"
"7316","NEUMANN, ANN","Beacon Press","9780807080627","02/16/2016","248","26.95","0","SOC"
"7317","DUARTE, NANCY","Penguin Adult HC/TR","9781101980163","02/16/2016","336","32.00","0","BUS"
"7318","GRUSHIN, OLGA","Penguin Adult HC/TR","9781101982334","02/16/2016","352","28.00","0","FIC"
"7319","DINI, PAUL","DC Comics","9781401260804","02/16/2016","176","24.99","0","CGN"
"7320","STOTT, CAROLE","DK.","9781465418562","02/16/2016","56","10.99","0509","JNF"
"7321","DK","DK.","9781465443885","02/16/2016","80","15.99","0710","JNF"
"7322","DK","DK.","9781465444721","02/16/2016","56","10.99","0509","JNF"
"7323","HARRISON, DAVID L.","Charlesbridge","9781580896108","02/16/2016","32","17.95","0509","JNF"
"7324","LUCADO, MAX","Christian/Forum","9781590524398","02/16/2016","144","12.99","0","REL"
"7325","HAMER, KATE","Melville House","9781612195001","02/16/2016","336","25.95","0","FIC"
"7326","CORDURIE, SYLVAIN","Dark Horse Comics","9781616558260","02/16/2016","104","17.99","0","CGN"
"7327","COLLIN, RENAUD","Titan","9781782765561","02/16/2016","48","14.99","0812","JUV"
"7328","MCKEE, YATES","Verso Books","9781784781880","02/16/2016","304","26.95","0","POL"
"7329","GROYS, BORIS","Verso Books","9781784783501","02/16/2016","208","24.95","0","ART"
"7330","SPITZER, KATJA","Nobrow Ltd.","9781909263598","02/16/2016","48","8.95","0205","JNF"
"7331","KRUPNIK, IGOR","Smithsonian","9781935623700","02/16/2016","592","49.95","0","HIS"
"7332","LLOYD, JILL","Prestel Publishing","9783791355269","02/18/2016","240","60.00","0","ART"
"7333","LEON TALLEY, ANDRE","Prestel Publishing","9783791355238","02/22/2016","280","75.00","0","DES"
"7334","GRANT, HOLLY","RH Childrens Books","9780385370257","02/23/2016","368","16.99","0812","JUV"
"7335","BOYCE, TRUDY NAN","Penguin Adult HC/TR","9780399167263","02/23/2016","352","27.00","0","FIC"
"7336","SULLIVAN, TARA","Penguin Young Readers","9780399173073","02/23/2016","320","17.99","12UP","YAF"
"7337","HITCHCOCK, BONNIE-SUE","RH Childrens Books","9780553497786","02/23/2016","240","17.99","12UP","YAF"
"7338","HITCHCOCK, BONNIE-SUE","RH Childrens Books","9780553497793","02/23/2016","240","20.99","12UP","YAF"
"7339","PINFOLD, LEVI","Candlewick","9780763675981","02/23/2016","40","17.99","0307","JUV"
"7340","MURPHY, MARY","Candlewick","9780763679705","02/23/2016","32","12.99","0205","JUV"
"7341","SOMMERSET, MARK","Candlewick","9780763680664","02/23/2016","32","14.00","0508","JUV"
"7342","WHITING, SUE","Candlewick","9780763680985","02/23/2016","32","16.99","0509","JNF"
"7343","JENKINS, MARTIN","Candlewick","9780763681005","02/23/2016","32","16.99","0508","JNF"
"7344","JARVIS","Candlewick","9780763681203","02/23/2016","32","16.99","0205","JUV"
"7345","PARENTEAU, SHIRLEY","Candlewick","9780763681470","02/23/2016","32","15.99","0205","JUV"
"7346","MOSLIN, HELEN","Candlewick","9780763682224","02/23/2016","32","19.99","0812","JNF"
"7347","NOYES, DEBORAH","Penguin Young Readers","9780803740174","02/23/2016","144","18.99","10UP","JNF"
"7348","POMROY, HAYLIE","Potter/TenSpeed/Harmony/Rodale","9780804141079","02/23/2016","304","26.00","0","HEA"
"7349","TEIGEN, CHRISSY","Potter/TenSpeed/Harmony/Rodale","9781101903919","02/23/2016","240","29.99","0","CKB"
"7350","WATT, JAMES","Penguin Adult HC/TR","9781101979921","02/23/2016","256","26.00","0","BUS"
"7351","MOHAMMAD, AKIKUR MD","Penguin Adult HC/TR","9781101981832","02/23/2016","272","27.00","0","SEL"
"7352","DOTLICH, REBECCA KAI","Thinkingdom","9781590789261","02/23/2016","32","16.95","07UP","JUV"
"7353","SANDERS, TIM","Penguin Adult HC/TR","9781591848219","02/23/2016","256","28.00","0","BUS"
"7354","KHOURY, JESSICA","Penguin Young Readers","9781595147677","02/23/2016","352","17.99","12UP","YAF"
"7355","MARZ, RON","IDW Publishing","9781631405204","02/23/2016","88","12.99","0912","JUV"
"7356","EASTMAN, KEVIN","IDW Publishing","9781631405228","02/23/2016","64","24.99","0","ART"
"7357","MARTIN, GEORGE R. R.","PRH Grupo Editorial","9786073132411","02/23/2016","336","49.95","0","FIC"
"7358","ATWOOD, MARGARET","PRH Grupo Editorial","9788426400277","02/23/2016","408","19.95","0","FIC"
"7359","DICKIE, JOHN","PRH Grupo Editorial","9788499925141","02/23/2016","848","39.95","0","TRU"
"7360","CLINE-RANSOME, LESA","Holiday House","9780823434282","02/27/2016","40","16.95","0609","JNF"
"7361","DEGEN, BRUCE","Holiday House","9780823434565","02/28/2016","24","14.95","0408","JUV"
"7362","CERATO, MATTIA","Holiday House","9780823435401","02/28/2016","24","14.95","0408","JUV"
"7363","LEWIN, TED","Holiday House","9780823435449","02/28/2016","32","14.95","0408","JUV"
"7364","GORBACHEV, VALERI","Holiday House","9780823435463","02/28/2016","24","14.95","0408","JUV"
"7365","NAVARRO, ANGELS","PRH Grupo Editorial","9788416075706","02/28/2016","32","18.95","0812","JNF"
"7366","MAGOON, KEKLA","RH Childrens Books","9780385386678","03/01/2016","208","12.99","0812","JUV"
"7367","MAGOON, KEKLA","RH Childrens Books","9780385386692","03/01/2016","208","15.99","0812","JUV"
"7368","OSBORNE, MARY POPE","RH Childrens Books","9780394889603","03/01/2016","40","16.99","0307","JUV"
"7369","ROVELLI, CARLO","Penguin Adult HC/TR","9780399184413","03/01/2016","96","18.00","0","SCI"
"7370","WEISS, MITCH","Penguin Adult HC/TR","9780425279175","03/01/2016","432","28.00","0","HIS"
"7371","YOCKELSON, MITCHELL","Penguin Adult HC/TR","9780451466952","03/01/2016","400","28.00","0","HIS"
"7372","JUDGE, LITA","Penguin Young Readers","9780525428374","03/01/2016","40","17.99","0305","JUV"
"7373","DESMOND, MATTHEW","Crown","9780553447439","03/01/2016","432","28.00","0","SOC"
"7374","BERRIOS, FRANK","RH Childrens Books","9780553538540","03/01/2016","24","4.99","0205","JUV"
"7375","LIEW, SONNY","Knopf","9781101870693","03/01/2016","320","30.00","0","CGN"
"7376","WHITESIDE, SHAUN","Knopf","9781101907566","03/01/2016","416","16.00","0","FIC"
"7377","BALDWIN, JAMES","Knopf","9781101907610","03/01/2016","280","24.00","0","FIC"
"7378","BALDWIN, JAMES","Knopf","9781101907740","03/01/2016","200","21.00","0","FIC"
"7379","YEE, LISA","RH Childrens Books","9781101940594","03/01/2016","240","13.99","0812","JUV"
"7380","BAER, JAY","Penguin Adult HC/TR","9781101980675","03/01/2016","240","28.00","0","BUS"
"7381","SUKEL, KAYT","National Geographic Society","9781426214721","03/01/2016","288","26.00","0","PSY"
"7382","THOMAS JEFFERSON FOUNDATION","National Geographic Society","9781426215063","03/01/2016","144","16.99","0","TRV"
"7383","ISBOUTS, JEAN-PIERRE","National Geographic Society","9781426216442","03/01/2016","272","24.00","0","REL"
"7384","EVANS, SHIRA","National Geographic Society","9781426323485","03/01/2016","48","14.90","0205","JNF"
"7385","DK","DK.","9781465429889","03/01/2016","352","25.00","0","LIT"
"7386","DK","DK.","9781465443830","03/01/2016","224","25.00","0","NAT"
"7387","DK","DK.","9781465445070","03/01/2016","32","16.99","0509","JNF"
"7388","LIGHT, STEVE","powerHouse Books","9781576877524","03/01/2016","16","19.95","0408","JUV"
"7389","HIRSCH, STEVEN","powerHouse Books","9781576877920","03/01/2016","156","45.00","0","PHO"
"7390","MCGRATH, BARBARA BARBIERI","Charlesbridge","9781580894265","03/01/2016","32","17.95","0408","JNF"
"7391","TIGER TALES","Tiger Tales","9781589252097","03/01/2016","30","16.99","00UP","JUV"
"7392","BAKEWELL, SARAH","Other Press","9781590514887","03/01/2016","448","25.00","0","BIO"
"7393","SIECKMANN, JAMES","Penguin Adult HC/TR","9781592409075","03/01/2016","176","28.00","0","SPO"
"7394","AMUNDSEN, LUCIE B.","Penguin Adult HC/TR","9781594634222","03/01/2016","336","26.00","0","SOC"
"7395","FURTICK, STEVEN","Christian/Forum","9781601424594","03/01/2016","224","19.99","0","REL"
"7396","CHEZAR, ARIELLA","Potter/TenSpeed/Harmony/Rodale","9781607747659","03/01/2016","256","25.00","0","CRA"
"7397","DORKIN, EVAN","Dark Horse Comics","9781616554156","03/01/2016","144","19.99","0","HUM"
"7398","VARIOUS","Dark Horse Comics","9781616557058","03/01/2016","232","59.99","0","HUM"
"7399","JONES, BRUCE","Dark Horse Comics","9781616558857","03/01/2016","240","49.99","0","CGN"
"7400","VARIOUS","Dark Horse Comics","9781616559489","03/01/2016","240","24.99","0","CGN"
"7401","LANG, HEATHER","Thinkingdom","9781620916506","03/01/2016","40","16.95","0508","JNF"
"7402","LING, KRISTI","Potter/TenSpeed/Harmony/Rodale","9781623365943","03/01/2016","272","24.99","0","SEL"
"7403","CUSICK, DAWN","Charlesbridge","9781623540630","03/01/2016","80","16.99","0710","JNF"
"7404","ROSENSTOCK, BARB","Thinkingdom","9781629792088","03/01/2016","40","17.99","0812","JNF"
"7405","RAYNER, CATHERINE","Tiger Tales","9781680100051","03/01/2016","32","16.99","0307","JUV"
"7406","BRIGHT, PAUL","Tiger Tales","9781680100068","03/01/2016","32","16.99","0307","JUV"
"7407","CHIEW, SUZANNE","Tiger Tales","9781680100075","03/01/2016","32","16.99","0307","JUV"
"7408","TRENT, SHANDA","Tiger Tales","9781680100082","03/01/2016","32","16.99","0307","JUV"
"7409","SPERRING, MARK","Tiger Tales","9781680100099","03/01/2016","32","16.99","0307","JUV"
"7410","LAMBERT, JONNY","Tiger Tales","9781680100105","03/01/2016","32","16.99","0307","JUV"
"7411","CORDEROY, TRACEY","Tiger Tales","9781680100112","03/01/2016","32","16.99","0307","JUV"
"7412","JONES, STELLA J.","Tiger Tales","9781680100129","03/01/2016","32","16.99","0307","JUV"
"7413","WARNES, TIM","Tiger Tales","9781680100136","03/01/2016","32","16.99","0307","JUV"
"7414","WEBB, HOLLY","Tiger Tales","9781680100143","03/01/2016","128","19.99","0609","JUV"
"7415","WEBB, HOLLY","Tiger Tales","9781680100150","03/01/2016","128","19.99","0609","JUV"
"7416","WEBB, HOLLY","Tiger Tales","9781680100167","03/01/2016","128","19.99","0609","JUV"
"7417","WEBB, HOLLY","Tiger Tales","9781680100174","03/01/2016","128","19.99","0609","JUV"
"7418","TIGER TALES","Tiger Tales","9781680100181","03/01/2016","32","23.99","0307","JUV"
"7419","TIGER TALES","Tiger Tales","9781680100198","03/01/2016","32","23.99","0307","JUV"
"7420","TIGER TALES","Tiger Tales","9781680100204","03/01/2016","32","23.99","0307","JUV"
"7421","TIGER TALES","Tiger Tales","9781680100211","03/01/2016","32","23.99","0307","JUV"
"7422","BENSON, NICKY","Tiger Tales","9781680100228","03/01/2016","32","16.99","0307","JUV"
"7423","DAVIES, BECKY","Tiger Tales","9781680100235","03/01/2016","32","16.99","0307","JUV"
"7424","SCHWARTZ, ELLEN","Tundra","9781770498808","03/01/2016","272","16.99","0912","JUV"
"7425","ISHIZUKA, KAREN L.","Verso Books","9781781688625","03/01/2016","288","29.95","0","SOC"
"7426","BARBUCCI, ALESSANDRO","Titan","9781782767367","03/01/2016","232","34.99","0","CGN"
"7427","POTTER, BEATRIX","Penguin Young Readers","9780141363844","03/08/2016","48","9.99","00UP","JUV"
"7428","WINTER, JONAH","RH Childrens Books","9780375870132","03/08/2016","40","17.99","0408","JNF"
"7429","COREY, SHANA","RH Childrens Books","9780375870712","03/08/2016","40","17.99","0408","JNF"
"7430","ROIPHE, KATIE","Random House Group","9780385343596","03/08/2016","320","28.00","0","BIO"
"7431","PAVONE, CHRIS","Crown","9780385348485","03/08/2016","448","27.00","0","FIC"
"7432","JOHNSON, JALEIGH","RH Childrens Books","9780385376488","03/08/2016","384","16.99","10UP","JUV"
"7433","JOHNSON, JALEIGH","RH Childrens Books","9780385376495","03/08/2016","384","19.99","10UP","JUV"
"7434","GOTTESFELD, JEFF","RH Childrens Books","9780385753975","03/08/2016","40","17.99","0508","JUV"
"7435","BAKOS, LISA","Penguin Young Readers","9780399165726","03/08/2016","40","16.99","0305","JUV"
"7436","PASRICHA, NEIL","Penguin Adult HC/TR","9780399169472","03/08/2016","320","27.00","0","SEL"
"7437","WINKLER, HENRY","Penguin Young Readers","9780448486598","03/08/2016","128","14.99","0608","JUV"
"7438","CAMPBELL, K. G.","Penguin Young Readers","9780451476425","03/08/2016","32","17.99","0406","JUV"
"7439","NA, IL SUNG","RH Childrens Books","9780553511277","03/08/2016","24","16.99","0205","JUV"
"7440","ZENTNER, JEFF","RH Childrens Books","9780553524024","03/08/2016","384","17.99","14UP","YAF"
"7441","ZENTNER, JEFF","RH Childrens Books","9780553524031","03/08/2016","384","20.99","14UP","YAF"
"7442","ARROYO, RAYMOND","RH Childrens Books","9780553539592","03/08/2016","336","16.99","0812","JUV"
"7443","ARROYO, RAYMOND","RH Childrens Books","9780553539608","03/08/2016","336","19.99","0812","JUV"
"7444","WELLS, ROSEMARY","Penguin Young Readers","9780670016655","03/08/2016","32","16.99","0003","JUV"
"7445","POSNER-SANCHEZ, ANDREA","RH Childrens Books","9780736433914","03/08/2016","32","9.99","0205","JUV"
"7446","CHILD, LAUREN","Candlewick","9780763654702","03/08/2016","528","16.99","1014","JUV"
"7447","BROWN, SKILA","Candlewick","9780763665432","03/08/2016","32","16.99","0609","JNF"
"7448","LLOYD-JONES, SALLY","Candlewick","9780763672348","03/08/2016","32","11.99","0205","JUV"
"7449","MEDINA, MEG","Candlewick","9780763674670","03/08/2016","320","17.99","14UP","YAF"
"7450","BELL, CECE","Candlewick","9780763675240","03/08/2016","32","15.99","0408","JUV"
"7451","FROST, HELEN","Candlewick","9780763676421","03/08/2016","32","15.99","0307","JNF"
"7452","SMITH, BEN BAILEY","Candlewick","9780763677435","03/08/2016","0","15.99","0205","JUV"
"7453","SPOTSWOOD, JESSICA","Candlewick","9780763678487","03/08/2016","368","17.99","14UP","YAF"
"7454","EAGAR, LINDSAY","Candlewick","9780763679224","03/08/2016","368","16.99","1014","JUV"
"7455","BYRNE, MICHAEL","Candlewick","9780763679965","03/08/2016","304","16.99","12UP","YAF"
"7456","SCHWARZ, VIVIANE","Candlewick","9780763681043","03/08/2016","32","16.99","0205","JUV"
"7457","BARROUX","Candlewick","9780763681104","03/08/2016","32","14.99","0307","JNF"
"7458","AHLBERG, JESSICA","Candlewick","9780763681241","03/08/2016","32","15.99","0205","JUV"
"7459","HENDERSON, KATHY","Candlewick","9780763681821","03/08/2016","24","15.99","0205","JUV"
"7460","COUSINS, LUCY","Candlewick","9780763683993","03/08/2016","32","15.99","0205","JUV"
