"","author","division","isbn","onsaledate","pages","priceusa","agerangecode","category"
"2598","KATCHOR, BEN","Knopf","9780307906908","03/05/2013","160","29.95","0","CGN"
"2599","NAGELSCHNEIDER, MIESHELLE","Bantam Dell","9780553807851","03/05/2013","336","27.00","0","PET"
"2600","GRIFFIN, JACK","Penguin Adult HC/TR","9780735205253","03/05/2013","272","18.00","0","BUS"
"2601","BRADLEY, MARION ZIMMER","DAW","9780756407971","03/05/2013","384","24.95","0","FIC"
"2602","COCKERELL, LEE","Crown","9780770435608","03/05/2013","208","22.00","0","BUS"
"2603","FEDERMAN, MARK RUSS","Knopf","9780805242942","03/05/2013","224","28.95","0","BIO"
"2604","FADERMAN, LILLIAN","Beacon Press","9780807050521","03/05/2013","264","25.95","0","BIO"
"2605","O'CONNOR, SANDRA DAY","Random House Group","9780812993929","03/05/2013","256","26.00","0","LAW"
"2606","HULIN, RACHEL","powerHouse Books","9781576876268","03/05/2013","40","12.95","0205","JUV"
"2607","SEALE, WILLIAM","Smithsonian","9781588343284","03/05/2013","288","29.95","0","GAR"
"2608","TICKLE, JACK","Tiger Tales","9781589251281","03/05/2013","32","12.95","0307","JUV"
"2609","CHIEW, SUZANNE","Tiger Tales","9781589251298","03/05/2013","32","16.95","0307","JUV"
"2610","CORDEROY, TRACEY","Tiger Tales","9781589251304","03/05/2013","32","12.95","0307","JUV"
"2611","BLAS DE ROBLES, JEAN-MARIE","Other Press","9781590515624","03/05/2013","832","32.50","0","FIC"
"2612","HAMA, LARRY","IDW Publishing","9781613775493","03/05/2013","352","49.99","0","CGN"
"2613","BROWN, TAMEKA F","Penguin Young Readers","9780670012855","03/07/2013","32","17.99","0307","JUV"
"2614","THE CREW OF PIKE PLACE FISH","Penguin Adult HC/TR","9780670785520","03/07/2013","272","30.00","0","CKB"
"2615","STREATFEILD, NOEL","PRH Grupo Editorial","9788498385007","03/07/2013","221","13.95","0809","JUV"
"2616","SHIODA, GOZO","Kodansha USA","9781568364858","03/08/2013","224","35.00","0","SPO"
"2617","DUPERNEX, ALISON","Search Press","9781844488735","03/10/2013","144","19.95","0","CRA"
"2618","SANDBERG, SHERYL","Knopf","9780385349949","03/11/2013","240","25.95","0","BIO"
"2619","REYNOLDS, AARON","RH Childrens Books","9780375858741","03/12/2013","40","16.99","0508","JUV"
"2620","LONG, LOREN","Penguin Young Readers","9780399254697","03/12/2013","40","17.99","0307","JUV"
"2621","OZEKI, RUTH","Penguin Adult HC/TR","9780670026630","03/12/2013","432","28.95","0","FIC"
"2622","CATE, ANNETTE LEBLANC","Candlewick","9780763645618","03/12/2013","64","15.99","0812","JNF"
"2623","FLEISCHMAN, PAUL","Candlewick","9780763646011","03/12/2013","40","16.99","0609","JUV"
"2624","BASKIN, NORA RALEIGH","Candlewick","9780763649081","03/12/2013","208","17.99","14UP","YAF"
"2625","BOUDREAU, HELENE","Candlewick","9780763650704","03/12/2013","32","15.99","0408","JUV"
"2626","LEWIS, J. PATRICK","Candlewick","9780763654023","03/12/2013","40","17.99","0508","JNF"
"2627","REESE, JENN","Candlewick","9780763654184","03/12/2013","368","16.99","10UP","JUV"
"2628","KLADSTRUP, KRISTIN","Candlewick","9780763656850","03/12/2013","272","15.99","10UP","JUV"
"2629","BOYCE, FRANK COTTRELL","Candlewick","9780763659820","03/12/2013","240","15.99","0912","JUV"
"2630","CHARLTON-TRUJILLO, E.E.","Candlewick","9780763661199","03/12/2013","272","16.99","14UP","YAF"
"2631","ORGILL, ROXANE","Candlewick","9780763664602","03/12/2013","48","14.99","0812","JNF"
"2632","FURGANG, KATHY","National Geographic Society","9781426310270","03/12/2013","64","25.90","0812","JNF"
"2633","ALDERFER, JONATHAN","National Geographic Society","9781426310959","03/12/2013","176","23.90","0709","JNF"
"2634","MUSGRAVE, RUTH","National Geographic Society","9781426310997","03/12/2013","208","14.90","0710","JNF"
"2635","PERRITANO, JOHN","National Geographic Society","9781426311017","03/12/2013","64","25.90","0812","JNF"
"2636","KERLEY, BARBARA","National Geographic Society","9781426311147","03/12/2013","48","17.95","0408","JNF"
"2637","KERLEY, BARBARA","National Geographic Society","9781426311154","03/12/2013","48","26.90","0408","JNF"
"2638","SNORRI BROS.","powerHouse Books","9781576876237","03/12/2013","160","40.00","0","PHO"
"2639","MOORE, ALAN","IDW Publishing","9781603091503","03/12/2013","184","74.95","0","BIO"
"2640","MOORE, ALAN","IDW Publishing","9781603092746","03/12/2013","56","14.95","0","CGN"
"2641","MADISON, DEBORAH","Potter/TenSpeed/Harmony/Rodale","9781607741916","03/12/2013","416","40.00","0","CKB"
"2642","QUAN, ELIZABETH","Tundra","9781770493834","03/12/2013","40","19.95","0609","JNF"
"2643","KULLING, MONICA","Tundra","9781770493964","03/12/2013","32","17.95","0307","JUV"
"2644","WARK, MCKENZIE","Verso Books","9781844679577","03/12/2013","224","26.95","0","PHI"
"2645","GUTIERREZ, ALFREDO","Verso Books","9781844679928","03/12/2013","256","24.95","0","SOC"
"2646","DK","DK.","9781465402455","03/18/2013","192","19.99","0710","JNF"
"2647","DK","DK.","9781465402561","03/18/2013","128","16.99","0710","JNF"
"2648","FAGIN, DAN","Bantam Dell","9780553806533","03/19/2013","560","28.00","0","SCI"
"2649","NEWMAN, LEIGH","Random House Group","9781400069248","03/19/2013","272","26.00","0","BIO"
"2650","FISHER, ANDREW","Monacelli Press","9781580933582","03/19/2013","224","50.00","0","ARC"
"2651","KENT, JACK","IDW Publishing","9781600107825","03/19/2013","360","39.99","0","HUM"
"2652","FELDHAHN, SHAUNTI","Christian/Forum","9781601424440","03/19/2013","224","15.99","0","REL"
"2653","FELDHAHN, SHAUNTI","Christian/Forum","9781601424457","03/19/2013","208","15.99","0","REL"
"2654","GILL, JOE","IDW Publishing","9781613775523","03/19/2013","224","34.99","0","CGN"
"2655","WAID, MARK","IDW Publishing","9781613775653","03/19/2013","136","24.99","0","CGN"
"2656","ENWEZOR, OKWUI","Prestel Publishing","9783791352800","03/20/2013","544","75.00","0","PHO"
"2657","STEIN, DAVID EZRA","Penguin Young Readers","9780399256721","03/21/2013","32","16.99","0305","JUV"
"2658","HIGGINS, RYAN","Penguin Young Readers","9780803737327","03/21/2013","40","17.99","0305","JUV"
"2659","GEORGE, JEAN CRAIGHEAD","Penguin Young Readers","9780803737716","03/21/2013","32","17.99","0608","JNF"
"2660","CULLEN, COUNTEE","The Library of America","9781598530834","03/21/2013","336","24.95","0","POE"
"2661","LEOPOLD, ALDO","The Library of America","9781598532067","03/21/2013","832","40.00","0","NAT"
"2662","RILKE, RAINER MARIA","Penguin Adult HC/TR","9780143107149","03/26/2013","144","18.00","0","LCO"
"2663","HEATH, CHIP","Crown","9780307956392","03/26/2013","336","29.00","0","BUS"
"2664","CATHER, WILLA","Knopf","9780307961464","03/26/2013","240","13.50","0","LCO"
"2665","FOLGUEIRA, RODRIGO","RH Childrens Books","9780307981462","03/26/2013","40","16.99","0205","JUV"
"2666","SCHAEFER, CAROLE LEXA","Candlewick","9780763648411","03/26/2013","48","14.99","0509","JUV"
"2667","SPRINGSTUBB, TRICIA","Candlewick","9780763652814","03/26/2013","32","16.99","0307","JUV"
"2668","JOCELYN, MARTHE","Candlewick","9780763656485","03/26/2013","64","12.99","0812","JNF"
"2669","DAVIES, NICOLA","Candlewick","9780763661335","03/26/2013","80","12.99","0710","JUV"
"2670","DAVIES, NICOLA","Candlewick","9780763662318","03/26/2013","64","14.99","0812","JNF"
"2671","SUTTON, SALLY","Candlewick","9780763664305","03/26/2013","32","15.99","0307","JUV"
"2672","UMAN, JENNIFER","Candlewick","9780763664879","03/26/2013","48","16.99","00UP","JUV"
"2673","HUGHES, SHIRLEY","Candlewick","9780763665241","03/26/2013","32","16.99","0307","JUV"
"2674","THURLBY, PAUL","Candlewick","9780763665630","03/26/2013","32","17.99","0509","JNF"
"2675","HORACEK, PETR","Candlewick","9780763665722","03/26/2013","40","16.99","0307","JUV"
"2676","TYER, BRAD","Beacon Press","9780807003299","03/26/2013","248","25.95","0","NAT"
"2677","STROUT, ELIZABETH","Random House Group","9781400067688","03/26/2013","336","26.00","0","FIC"
"2678","KRIEGER, EMILY","National Geographic Society","9781426311031","03/26/2013","208","16.90","0912","JNF"
"2679","KRIER, LEON","Monacelli Press","9781580933544","03/26/2013","272","75.00","0","ARC"
"2680","WORICK, JENNIFER","Quirk Books","9781594746185","03/26/2013","144","9.95","0","HUM"
"2681","HUESO, NOELA","Titan","9781781164112","03/26/2013","176","34.95","0","PER"
"2682","YASUHIKO, YOSHIKAZU","Kodansha USA","9781935654872","03/26/2013","456","29.95","13UP","CGN"
"2683","GIBSON, ANNABEL","DK.","9781465402677","04/01/2013","208","16.99","0912","PER"
"2684","CRUMP, MARTY","Thinkingdom","9781590788646","04/01/2013","40","16.95","0710","JNF"
"2685","CASTROVILLA, SELENE","Thinkingdom","9781590788806","04/01/2013","40","16.95","0812","JNF"
"2686","CLEMENT, NATHAN","Thinkingdom","9781590789377","04/01/2013","32","16.95","0507","JUV"
"2687","KAPLAN, ROBERT E.","Berrett-Koehler","9781609949044","04/01/2013","120","19.95","0","BUS"
"2688","DOYLE, RACHEL","Search Press","9781844485871","04/01/2013","96","21.95","0","CRA"
"2689","FUNG, CHRIS","Watkins Media","9781848990906","04/01/2013","176","19.95","0","HEA"
"2690","VUJICIC, NICK","Christian/Forum","9780307730916","04/02/2013","176","14.99","0","REL"
"2691","BARTHOLOMEW, HAILEY","Penguin Adult HC/TR","9780399161186","04/02/2013","368","20.00","0","SEL"
"2692","LOOMIS, ANDREW","Titan","9780857687609","04/02/2013","120","39.95","0","ART"
"2693","ANGELOU, MAYA","Random House Group","9781400066117","04/02/2013","224","25.00","0","BIO"
"2694","ODE, ERIC","Sasquatch Books","9781570617904","04/02/2013","32","16.99","0408","JUV"
"2695","SKEWES, JOHN","Sasquatch Books","9781570617935","04/02/2013","32","17.99","0307","JUV"
"2696","DIAMOND, MARILYN","Potter/TenSpeed/Harmony/Rodale","9781609615420","04/02/2013","352","26.99","0","HEA"
"2697","DOMINGO, JOSE","Nobrow Ltd.","9781907704536","04/02/2013","120","29.99","0","CGN"
"2698","PEARSON, LUKE","Nobrow Ltd.","9781909263062","04/02/2013","44","19.95","0812","JUV"
"2699","WHEELER, ELIZA","Penguin Young Readers","9780399257926","04/04/2013","32","17.99","0305","JUV"
"2700","VARIOUS","The Library of America","9781598531954","04/04/2013","928","40.00","0","HIS"
"2701","SWENSON, MAY","The Library of America","9781598532104","04/04/2013","976","40.00","0","POE"
"2702","GYALTSAP IV, SHECHEN","Shambhala","9781559393973","04/08/2013","256","24.95","0","REL"
"2703","TRUNGPA, CHOGYAM","Shambhala","9781590308042","04/08/2013","944","79.95","0","REL"
"2704","GUARNASCHELLI, ALEX","Potter/TenSpeed/Harmony/Rodale","9780307956552","04/09/2013","304","30.00","0","CKB"
"2705","NAVASKY, VICTOR S","Knopf","9780307957207","04/09/2013","256","27.95","0","POL"
"2706","SHURTLIFF, LIESL","RH Childrens Books","9780307977939","04/09/2013","272","16.99","0812","JUV"
"2707","SHURTLIFF, LIESL","RH Childrens Books","9780307977946","04/09/2013","272","19.99","0812","JUV"
"2708","POMROY, HAYLIE","Potter/TenSpeed/Harmony/Rodale","9780307986276","04/09/2013","272","26.00","0","HEA"
"2709","STONE, CURTIS","Ballantine Group","9780345542526","04/09/2013","320","35.00","0","CKB"
"2710","RASCHKA, CHRIS","RH Childrens Books","9780375870071","04/09/2013","32","16.99","0408","JNF"
"2711","STAAKE, BOB","RH Childrens Books","9780375870378","04/09/2013","40","17.99","0408","JUV"
"2712","CARO, ROBERT A.","Knopf","9780385351478","04/09/2013","0","184.95","0","BIO"
"2713","IDLE, MOLLY","Penguin Young Readers","9780670014309","04/09/2013","40","17.99","0305","JUV"
"2714","GRANT, ADAM","Penguin Adult HC/TR","9780670026555","04/09/2013","320","27.95","0","BUS"
"2715","GEWIRTZ, ADINA RISHE","Candlewick","9780763660413","04/09/2013","208","15.99","0912","JUV"
"2716","MCDONALD, MEGAN","Candlewick","9780763663889","04/09/2013","112","14.99","0609","JUV"
"2717","MCDONALD, MEGAN","Candlewick","9780763663896","04/09/2013","128","14.99","0609","JUV"
"2718","MCDONALD, MEGAN","Candlewick","9780763663902","04/09/2013","144","14.99","0609","JUV"
"2719","MCDONALD, MEGAN","Candlewick","9780763663919","04/09/2013","128","12.99","0609","JUV"
"2720","MCDONALD, MEGAN","Candlewick","9780763663926","04/09/2013","128","14.99","0609","JUV"
"2721","MCDONALD, MEGAN","Candlewick","9780763663933","04/09/2013","144","12.99","0609","JUV"
"2722","MCDONALD, MEGAN","Candlewick","9780763663940","04/09/2013","160","12.99","0609","JUV"
"2723","LITTEN, KRISTYNA","Candlewick","9780763664152","04/09/2013","15","8.99","00UP","JNF"
"2724","GERMEIN, KATRINA","Candlewick","9780763665227","04/09/2013","32","14.99","0508","JUV"
"2725","CANDLEWICK PRESS","Candlewick","9780763665234","04/09/2013","32","12.99","0205","JUV"
"2726","CAMPBELL, DONOVAN","Random House Group","9780812992939","04/09/2013","256","27.00","0","BUS"
"2727","SHIELDS, AMY","National Geographic Society","9781426310416","04/09/2013","32","13.90","0508","JNF"
"2728","MARSH, LAURA","National Geographic Society","9781426311055","04/09/2013","32","14.90","0406","JNF"
"2729","SCHREIBER, ANNE","National Geographic Society","9781426311079","04/09/2013","32","14.90","0508","JNF"
"2730","GALLICO, PAUL","New York Review Books","9781590176269","04/09/2013","320","15.95","0912","JUV"
"2731","KINDT, MATT","Dark Horse Comics","9781595827975","04/09/2013","200","19.99","0","CGN"
"2732","KOCHALKA, JAMES","IDW Publishing","9781603090841","04/09/2013","40","9.95","0408","JUV"
"2733","HUMM, DANIEL","Potter/TenSpeed/Harmony/Rodale","9781607744405","04/09/2013","512","50.00","0","CKB"
"2734","HART, ALICE","Shambhala","9781611800609","04/09/2013","192","24.95","0","CKB"
"2735","HARTT-SUSSMAN, HEATHER","Tundra","9781770493247","04/09/2013","32","17.95","0406","JUV"
"2736","MING, WU","Verso Books","9781781680766","04/09/2013","320","26.95","0","FIC"
"2737","WEINBERG, FELIX","Verso Books","9781781680780","04/09/2013","192","22.95","0","HIS"
"2738","GOVAN, MICHAEL","Prestel Publishing","9783791352633","04/11/2013","304","75.00","0","ART"
"2739","DK","DK.","9781465405876","04/15/2013","128","16.99","0812","JNF"
"2740","DK","DK.","9781465408518","04/15/2013","256","23.00","0","PET"
"2741","KAHNWEILER, JENNIFER B.","Berrett-Koehler","9781626569188","04/15/2013","192","17.95","0","PSY"
"2742","REES, LAURENCE","Knopf","9780307377296","04/16/2013","368","30.00","0","HIS"
"2743","HUGHES, HENRY","Knopf","9780307961884","04/16/2013","384","18.95","0","FIC"
"2744","LUSK, JAYSON","Christian/Forum","9780307987037","04/16/2013","240","26.00","0","SOC"
"2745","PINCOTT, JENA","Diversified","9780375723827","04/16/2013","400","16.99","0","REF"
"2746","KORB, SCOTT","Beacon Press","9780807001639","04/16/2013","224","25.95","0","SOC"
"2747","COPE, NICHOLAS ALAN","powerHouse Books","9781576876251","04/16/2013","96","65.00","0","PHO"
"2748","KEITH, MICHELE","Monacelli Press","9781580933513","04/16/2013","224","50.00","0","ARC"
"2749","TOEPFER, KATIE PRESTON","Quirk Books","9781594746314","04/16/2013","144","19.95","0","PET"
"2750","SHAFIA, LOUISA","Potter/TenSpeed/Harmony/Rodale","9781607743576","04/16/2013","208","24.99","0","CKB"
"2751","FREEMAN, CAITLIN","Potter/TenSpeed/Harmony/Rodale","9781607743903","04/16/2013","224","25.00","0","CKB"
"2752","VARIOUS","Dark Horse Comics","9781616551155","04/16/2013","184","39.99","0","CGN"
"2753","MILLER, DAVID","Titan","9781781162743","04/16/2013","192","24.95","0","BIO"
"2754","GOODYEAR, ANNE COLLINS","Smithsonian","9781935623137","04/16/2013","309","49.95","0","ART"
"2755","OKAZAKI, MANAMI","Prestel Publishing","9783791347271","04/17/2013","224","24.95","0","PHO"
"2756","ROHDE, DAVID","Penguin Adult HC/TR","9780670026449","04/18/2013","240","27.95","0","POL"
"2757","JONES, DAN","Penguin Adult HC/TR","9780670026654","04/18/2013","560","36.00","0","HIS"
"2758","KLEVEN, ELISA","Penguin Young Readers","9780803737426","04/18/2013","32","17.99","0305","JUV"
"2759","LAROCHELLE, DAVID","Penguin Young Readers","9780803737662","04/18/2013","32","16.99","0508","JUV"
"2760","CURREY, MASON","Knopf","9780307273604","04/23/2013","304","24.95","0","REF"
"2761","FLAY, BOBBY","Potter/TenSpeed/Harmony/Rodale","9780307461391","04/23/2013","288","35.00","0","CKB"
"2762","HARPER, BOB","Ballantine Group","9780345545107","04/23/2013","240","25.00","0","HEA"
"2763","MACPHERSON, CHARLES","Appetite by Random House","9780449015919","04/23/2013","288","27.95","0","HOM"
"2764","DICAMILLO, KATE","Candlewick","9780763634971","04/23/2013","96","16.99","0609","JUV"
"2765","COLLINS, PAT LOWERY","Candlewick","9780763648909","04/23/2013","32","15.99","0307","JUV"
"2766","HAAS, JESSIE","Candlewick","9780763650216","04/23/2013","56","14.99","0508","JUV"
"2767","MCDONALD, ABBY","Candlewick","9780763655082","04/23/2013","336","17.99","14UP","YAF"
"2768","ROSEN, MICHAEL J.","Candlewick","9780763655327","04/23/2013","32","15.99","0609","JNF"
"2769","MARCHETTA, MELINA","Candlewick","9780763658359","04/23/2013","528","18.99","14UP","YAF"
"2770","DEMPSEY, SHEENA","Candlewick","9780763662417","04/23/2013","32","15.99","0307","JUV"
"2771","PAUL, RUTH","Candlewick","9780763663858","04/23/2013","32","12.99","0307","JUV"
"2772","STUART, NANCY RUBIN","Beacon Press","9780807001172","04/23/2013","264","26.95","0","HIS"
"2773","CAPOTE, TRUMAN","Random House Group","9780812994391","04/23/2013","672","23.00","0","LCO"
"2774","EAGLE, ELLEN","Potter/TenSpeed/Harmony/Rodale","9780823008414","04/23/2013","192","35.00","0","ART"
"2775","PAGDEN, ANTHONY","Random House Group","9781400060689","04/23/2013","528","32.00","0","HIS"
"2776","HOWELL, MAKINI","Sasquatch Books","9781570617911","04/23/2013","160","29.95","0","CKB"
"2777","POLLAN, MICHAEL","Penguin Adult HC/TR","9781594204210","04/23/2013","480","27.95","0","SOC"
"2778","EASTMAN, KEVIN","IDW Publishing","9781613774960","04/23/2013","248","59.99","0","CGN"
"2779","MCMANUS, GEORGE","IDW Publishing","9781613775325","04/23/2013","272","49.99","0","HUM"
"2780","CANIFF, MILTON","IDW Publishing","9781613775769","04/23/2013","336","49.99","0","CGN"
"2781","BENNETT, TARA","Titan","9781781166970","04/23/2013","144","34.95","0","PER"
"2782","KUTSCHBACH, DORIS","Prestel Publishing","9783791371047","04/25/2013","48","14.95","0812","JNF"
"2783","WENZEL, ANGELA","Prestel Publishing","9783791371368","04/25/2013","48","14.95","0812","JNF"
"2784","ELSCHNER, GERALDINE","Prestel Publishing","9783791371399","04/25/2013","32","14.95","0408","JUV"
"2785","UG, PHILIPPE","Prestel Publishing","9783791371474","04/25/2013","18","19.95","0408","JUV"
"2786","MOYNIHAN, ROBERT","Christian/Forum","9780307590756","04/30/2013","256","19.99","0","REL"
"2787","BITTMAN, MARK","Potter/TenSpeed/Harmony/Rodale","9780385344746","04/30/2013","288","26.00","0","CKB"
"2788","PHILBRICK, NATHANIEL","Penguin Adult HC/TR","9780670025442","04/30/2013","416","32.95","0","HIS"
"2789","BRADEN, WILLIAM","Potter/TenSpeed/Harmony/Rodale","9781607745105","04/30/2013","96","12.99","0","HUM"
"2790","ROSENBERG, MADELYN","Holiday House","9780823426003","05/01/2013","192","16.95","0812","JUV"
"2791","HUBA, JACKIE","Penguin Adult HC/TR","9781591846505","05/02/2013","224","26.00","0","BUS"
"2792","PARENT, JOSEPH","Penguin Adult HC/TR","9781592408221","05/02/2013","160","25.00","0","SPO"
"2793","SIMPSON, BROOKS D","The Library of America","9781598531978","05/02/2013","936","40.00","0","HIS"
"2794","KANO, JIGORO","Kodansha USA","9781568364971","05/06/2013","160","19.95","0","SPO"
"2795","BING, ERIC G.","Berrett-Koehler","9781609947897","05/06/2013","240","29.95","0","SOC"
"2796","ISHIGURO, KAZUO","Penguin Adult HC/TR","9780143124283","05/07/2013","240","25.00","0","FIC"
"2797","GOLDING, WILLIAM","Penguin Adult HC/TR","9780143124290","05/07/2013","256","25.00","0","FIC"
"2798","LEE, CHANG-RAE","Penguin Adult HC/TR","9780143124306","05/07/2013","384","23.00","0","FIC"
"2799","JOYCE, JAMES","Penguin Adult HC/TR","9780143124313","05/07/2013","304","25.00","0","FIC"
"2800","KIDD, SUE MONK","Penguin Adult HC/TR","9780143124320","05/07/2013","336","25.00","0","FIC"
"2801","HESSE, HERMANN","Penguin Adult HC/TR","9780143124337","05/07/2013","224","25.00","0","FIC"
"2802","O'REILLY, BILL","Crown","9780385346627","05/07/2013","160","21.99","0","POL"
"2803","ROZZI, CHRISTOPHER","Penguin Adult HC/TR","9780399161063","05/07/2013","96","15.00","0","HUM"
"2804","YANCEY, RICK","Penguin Young Readers","9780399162411","05/07/2013","480","18.99","14UP","YAF"
"2805","DE POSADA, JOACHIM","Berkley / NAL","9780425247396","05/07/2013","176","21.95","0","BUS"
"2806","THOMPSON, VICTORIA","Berkley / NAL","9780425260418","05/07/2013","304","25.95","0","FIC"
"2807","FISCHL, ERIC","Crown","9780770435578","05/07/2013","368","26.00","0","BIO"
"2808","PREVOST, LISA","Beacon Press","9780807001578","05/07/2013","208","25.95","0","POL"
"2809","CAPOTE, TRUMAN","Random House Group","9780812994377","05/07/2013","352","24.00","0","FIC"
"2810","SPILLANE, MICKEY","Titan","9780857684660","05/07/2013","272","22.99","0","FIC"
"2811","KIRBY, JACK","DC Comics","9781401238339","05/07/2013","624","39.99","0","CGN"
"2812","ALDRIN, BUZZ","National Geographic Society","9781426210174","05/07/2013","272","26.00","0","SCI"
"2813","CRONKITE, WALTER IV","National Geographic Society","9781426210198","05/07/2013","352","28.00","0","HIS"
"2814","JOLBY","Sasquatch Books","9781570618567","05/07/2013","32","16.99","0408","JUV"
"2815","STARK, DAVID","Monacelli Press","9781580933520","05/07/2013","224","40.00","0","REF"
"2816","SHTUHL, ORR","Penguin Adult HC/TR","9781592407958","05/07/2013","176","20.00","0","CKB"
"2817","GILMAN, CHARLES","Quirk Books","9781594746147","05/07/2013","176","13.99","0912","JUV"
"2818","KROG, ANTJIE","Seven Stories Press","9781609804633","05/07/2013","176","23.95","0","POE"
"2819","SILVERBERG, CORY","Seven Stories Press","9781609804855","05/07/2013","36","18.95","0307","JNF"
"2820","ARREDONDO, JAIME MARROQUIN","Smithsonian","9781935623120","05/07/2013","289","39.95","0","HIS"
"2821","TAKAIWA, SETSUO","Kodansha USA","9781568365183","05/10/2013","192","45.00","0","ANT"
"2822","ADICHIE, CHIMAMANDA NGOZI","Knopf","9780307271082","05/14/2013","496","28.95","0","FIC"
"2823","CARROLL, ANDREW","Crown","9780307463975","05/14/2013","512","25.00","0","HIS"
"2824","BROWN, DAN","Knopf","9780345806482","05/14/2013","480","29.95","0","FIC"
"2825","JENKINS, EMILY","RH Childrens Books","9780375870026","05/14/2013","40","16.99","0307","JUV"
"2826","BROWN, DAN","Doubleday Publishing","9780385537858","05/14/2013","480","29.95","0","FIC"
"2827","MCDANIEL, LURLENE","RH Childrens Books","9780385741712","05/14/2013","384","16.99","12UP","YAF"
"2828","VAWTER, VINCE","RH Childrens Books","9780385742443","05/14/2013","240","16.99","10UP","JUV"
"2829","PARK, BARBARA","RH Childrens Books","9780449817834","05/14/2013","144","12.99","0609","JUV"
"2830","FLETCHER, STEFFI","RH Childrens Books","9780449817933","05/14/2013","24","4.99","0205","JUV"
"2831","RH DISNEY","RH Childrens Books","9780736430340","05/14/2013","24","3.99","0205","JUV"
"2832","HANDFORD, MARTIN","Candlewick","9780763645281","05/14/2013","32","16.99","00UP","JUV"
"2833","O'NEILL, CATHARINE","Candlewick","9780763649210","05/14/2013","64","15.99","0509","JUV"
"2834","BINGHAM, KELLY","Candlewick","9780763653620","05/14/2013","352","16.99","12UP","YAF"
"2835","HAUTMAN, PETE","Candlewick","9780763654047","05/14/2013","368","16.99","12UP","YAF"
"2836","CHILD, LAUREN","Candlewick","9780763654689","05/14/2013","432","16.99","1014","JUV"
"2837","ALMOND, DAVID","Candlewick","9780763659127","05/14/2013","80","17.99","0710","JUV"
"2838","LUCAS, DAVID","Candlewick","9780763661076","05/14/2013","30","15.99","0307","JUV"
"2839","MCKINLAY, MEG","Candlewick","9780763661267","05/14/2013","224","15.99","0912","JUV"
"2840","CAMERON, EMMA","Candlewick","9780763664046","05/14/2013","416","17.99","14UP","YAF"
"2841","YOKOCOCO","Candlewick","9780763664343","05/14/2013","32","16.99","0307","JUV"
"2842","POTTER GIFT","Potter/TenSpeed/Harmony/Rodale","9780770433857","05/14/2013","128","10.00","0","GAM"
"2843","ANKER, CONRAD","National Geographic Society","9781426210167","05/14/2013","304","35.00","0","NAT"
"2844","LAWLER, JANET","National Geographic Society","9781426311161","05/14/2013","32","16.95","0205","JNF"
"2845","LAWLER, JANET","National Geographic Society","9781426311178","05/14/2013","32","25.90","0205","JNF"
"2846","ESBAUM, JILL","National Geographic Society","9781426313240","05/14/2013","128","14.95","0408","JNF"
"2847","HARDING, SARAH","Shambhala","9781559394147","05/14/2013","416","34.95","0","REL"
"2848","NIFFENEGGER, AUDREY","powerHouse Books","9781576876398","05/14/2013","120","29.95","0","ART"
"2849","BROWN, PALMER","New York Review Books","9781590176276","05/14/2013","56","16.95","0307","JUV"
"2850","TANAHASHI, KAZUAKI","Shambhala","9781590309353","05/14/2013","1280","100.00","0","REL"
"2851","CHRISTENSEN, EMMA","Potter/TenSpeed/Harmony/Rodale","9781607743385","05/14/2013","192","23.00","0","CKB"
"2852","WALSH, ROBB","Potter/TenSpeed/Harmony/Rodale","9781607744269","05/14/2013","144","16.99","0","CKB"
"2853","FEARNLEY-WHITTINGSTALL, HUGH","Potter/TenSpeed/Harmony/Rodale","9781607744726","05/14/2013","416","35.00","0","CKB"
"2854","STEIMAN, ADINA","Potter/TenSpeed/Harmony/Rodale","9781609619794","05/14/2013","336","25.99","0","CKB"
"2855","HA, CHRISTINE","Potter/TenSpeed/Harmony/Rodale","9781623360948","05/14/2013","224","24.99","0","CKB"
"2856","KNAUSGAARD, KARL OVE","Steerforth Press","9781935744825","05/14/2013","576","27.00","0","FIC"
"2857","ABRAMSON, JILL","Penguin Young Readers","9780448465746","05/16/2013","32","14.99","0607","JUV"
"2858","SRINIVASAN, DIVYA","Penguin Young Readers","9780670785155","05/16/2013","40","17.99","0305","JUV"
"2859","MARQUET, L. DAVID","Penguin Adult HC/TR","9781591846406","05/16/2013","272","28.00","0","BUS"
"2860","MERWIN, W. S.","The Library of America","9781598532081","05/16/2013","750","37.50","0","POE"
"2861","MERWIN, W. S.","The Library of America","9781598532098","05/16/2013","750","37.50","0","POE"
"2862","SMITH, RED","The Library of America","9781598532173","05/16/2013","480","29.95","0","SPO"
"2863","WHITEMAN, PHILIP","DK.","9781465402127","05/20/2013","320","40.00","0","TRA"
"2864","DK","DK.","9781465408839","05/20/2013","160","7.99","0812","JNF"
"2865","DK","DK.","9781465409072","05/20/2013","56","10.99","0509","JNF"
"2866","SHAARA, JEFF","Ballantine Group","9780345527387","05/21/2013","592","28.99","0","FIC"
"2867","GRISHAM, JOHN","Penguin Young Readers","9780525425779","05/21/2013","304","16.99","0812","JUV"
"2868","ROBINSON, SIR KEN, PHD","Penguin Adult HC/TR","9780670022380","05/21/2013","288","27.95","0","SEL"
"2869","DREYFUSS, BARBARA T.","Random House Group","9781400068395","05/21/2013","320","28.00","0","BUS"
